company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title
Exigent Technologies,Northern NJ,NJ,Northern New Jersey,IT Managed Service Provider,12,$1M-$4M,Owner,Principal
Panurgy,Northern NJ,NJ,Northern New Jersey,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
JNG Painting,Hawthorne,NJ,Northern New Jersey,Painting Contractor,7,$500K-$1.5M,Owner,Owner
American Painting Contractors,Rutherford,NJ,Northern New Jersey,Painting Contractor,8,$500K-$2M,Owner,Owner
Tirondola Painting,Ridgewood,NJ,Northern New Jersey,Painting Contractor,6,$500K-$1.5M,Mark Tirondola Jr.,Owner
Prizm Painting Plus,Northern NJ,NJ,Northern New Jersey,Painting Contractor,8,$500K-$2M,Owner,Owner
MSK & Sons Construction,Northern NJ,NJ,Northern New Jersey,Remodeling Contractor,10,$500K-$3M,Michael S. Kubrin,Owner
North Jersey Pro Builders,Northern NJ,NJ,Northern New Jersey,Remodeling Contractor,8,$500K-$2M,Keith,Owner
Mr. Fix It Remodeling,Northern NJ,NJ,Northern New Jersey,Remodeling Contractor,6,$500K-$1.5M,Rob DiPiazza,Owner
Magnolia Home Remodeling Group,Northern NJ,NJ,Northern New Jersey,Remodeling Contractor,12,$1M-$3M,Owner,Owner
Muletown Digital,Nashville,TN,Nashville,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Tennessee Social,Nashville,TN,Nashville,Digital Marketing Agency,6,$500K-$1.5M,Owner,Principal
CFM Digital,Nashville,TN,Nashville,Digital Marketing Agency,5,$500K-$1M,Owner,Principal
Tall Boy Marketing,Nashville,TN,Nashville,Digital Marketing Agency,6,$500K-$1.5M,Owner,Principal
Flypaper,Nashville,TN,Nashville,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
CloudSmart IT,Nashville,TN,Nashville,IT Managed Service Provider,12,$1M-$4M,Owner,Principal
Concept Technology,Nashville,TN,Nashville,IT Managed Service Provider,18,$2M-$5M,Owner,Principal
Nashville IT,Nashville,TN,Nashville,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
Creative Consultants Group,Nashville,TN,Nashville,IT Managed Service Provider,15,$1M-$5M,Owner,Principal
Jeter IT Solutions,Nashville,TN,Nashville,IT Managed Service Provider,8,$1M-$3M,Owner,Principal
The Concrete Gentlemen,Nashville,TN,Nashville,Concrete Contractor,10,$1M-$5M,Owner,Owner
Summit Concrete,Nashville,TN,Nashville,Concrete Contractor,8,$500K-$3M,Owner,Owner
Titan Concrete,Nashville,TN,Nashville,Concrete Contractor,7,$500K-$2M,Owner,Owner
Concrete Mystique Engraving,Nashville,TN,Nashville,Concrete Contractor,6,$500K-$2M,Owner,Owner
ProdigyTeks,Chicago,IL,Chicago,Cybersecurity Firm,8,$1M-$3M,Owner,Principal
Outsource Solutions Group,Chicago,IL,Chicago,Cybersecurity Firm,15,$1M-$5M,Owner,Principal
Reintivity Technology Solutions,Chicago,IL,Chicago,Cybersecurity Firm,7,$1M-$3M,Owner,Principal
Ascentient,Chicago,IL,Chicago,IT Managed Service Provider,15,$1M-$5M,Owner,Principal
LeadingIT,Chicago,IL,Chicago,IT Managed Service Provider,12,$1M-$4M,Owner,Principal
CelereTech,Schaumburg,IL,Chicago,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
Network IT Easy,Chicago,IL,Chicago,IT Managed Service Provider,8,$1M-$3M,Owner,Principal
GO Technology Group,Chicago,IL,Chicago,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
Simple SEO Group,Chicago,IL,Chicago,SEO Agency,6,$500K-$1.5M,Owner,Principal
Flamingo Agency,Chicago,IL,Chicago,SEO Agency,5,$500K-$1M,Owner,Principal
Greater Chicago SEO,Chicago,IL,Chicago,SEO Agency,5,$500K-$1M,Owner,Principal
SEO Design Chicago,Chicago,IL,Chicago,SEO Agency,10,$500K-$2M,Owner,Principal
SEO Fuel Marketing,Chicago,IL,Chicago,SEO Agency,5,$500K-$1M,Owner,Principal
Maya Construction Group,Chicago,IL,Chicago,Remodeling Contractor,15,$1M-$5M,Udi Yeger,Co-Founder
LaPelusa Home Improvement,Chicago,IL,Chicago,Remodeling Contractor,12,$1M-$3M,Owner,Owner
Chicagoland Remodeling,Chicago,IL,Chicago,Remodeling Contractor,8,$500K-$3M,Wally Szymanski,Owner
JA Fleet Services,Crystal Lake,IL,Chicago,Fleet Maintenance Provider,15,$1M-$5M,Owner,Owner
Illinois Fleet Service,Chicago,IL,Chicago,Fleet Maintenance Provider,12,$1M-$4M,Owner,Owner
Semper Fi Fleet Maintenance LLC,Chicago,IL,Chicago,Fleet Maintenance Provider,8,$1M-$3M,Owner,Owner
White Construction Services,Dallas,TX,Dallas,General Contractor,15,$1M-$10M,Owner,Owner
The Brand Hatchery,Dallas,TX,Dallas,Branding/Creative Agency,8,$500K-$2M,Owner,Creative Director
Kendall Creative,Dallas,TX,Dallas,Branding/Creative Agency,6,$500K-$1.5M,Owner,Creative Director
Mallard Agency,Dallas,TX,Dallas,Branding/Creative Agency,8,$500K-$2M,Owner,Principal
Progressive IT Solutions,Dallas,TX,Dallas,Cybersecurity Firm,8,$1M-$3M,Owner,Principal
Katalism Cybersecurity,Dallas,TX,Dallas,Cybersecurity Firm,6,$1M-$2M,Owner,Principal
Birch Cline,Dallas,TX,Dallas,Cybersecurity Firm,8,$1M-$3M,Owner,Principal
LG Networks Inc.,Dallas,TX,Dallas,Cybersecurity Firm,10,$1M-$4M,Owner,Principal
Five Star Painting of Dallas,Dallas,TX,Dallas,Painting Contractor,8,$500K-$2M,Josh Christensen,Owner
Platinum Painting of Dallas,Dallas,TX,Dallas,Painting Contractor,12,$500K-$3M,Owner,Owner
Southern Painting - Dallas,Dallas,TX,Dallas,Painting Contractor,10,$500K-$2M,Owner,Owner
Fleet Advisor DFW,Dallas,TX,Dallas,Fleet Maintenance Provider,8,$1M-$3M,Owner,Owner
Patrick Services Inc.,Dallas,TX,Dallas,Fleet Maintenance Provider,15,$1M-$5M,Owner,Owner
DFW Fleet Services,Dallas,TX,Dallas,Fleet Maintenance Provider,10,$1M-$4M,Owner,Owner
Houston Home Remodeling Pros,Houston,TX,Houston,Remodeling Contractor,10,$500K-$3M,Trey Morgan,Co-Founder
Home Remedy LLC,Houston,TX,Houston,Remodeling Contractor,8,$500K-$2M,Mike Crigler,Owner
Harrison Construction & Remodeling,Houston,TX,Houston,Remodeling Contractor,12,$1M-$3M,Owner,Owner
Prime Remodeling,Houston,TX,Houston,Remodeling Contractor,8,$500K-$2M,Owner,Owner
Strong Tower Renovations LLC,Houston,TX,Houston,Remodeling Contractor,10,$500K-$3M,Franco Olivo,CEO
Metropolitan Collision,Houston,TX,Houston,Collision Repair Shop,18,$1M-$5M,Owner,Owner
Memorial Paint & Body Works,Houston,TX,Houston,Collision Repair Shop,10,$500K-$2M,Owner,Owner
Bass Collision,Houston,TX,Houston,Collision Repair Shop,12,$500K-$2M,Owner,Owner
Collision Motor Specialist,Houston,TX,Houston,Collision Repair Shop,8,$500K-$2M,Owner,Owner
HoustonTech,Houston,TX,Houston,IT Managed Service Provider,10,$1M-$4M,Owner,Principal
Xvand Technology Corp.,Houston,TX,Houston,IT Managed Service Provider,12,$1M-$4M,Owner,Principal
Enstep Technology Solutions,Houston,TX,Houston,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
Expert Computer Solutions,Houston,TX,Houston,IT Managed Service Provider,12,$1M-$5M,Owner,Principal
TopSpot Internet Marketing,Houston,TX,Houston,SEO Agency,15,$1M-$3M,Owner,Principal
Angel SEO Services,Houston,TX,Houston,SEO Agency,6,$500K-$1.5M,Owner,Principal
J&T Automotive Fleet Services,Houston,TX,Houston,Fleet Maintenance Provider,10,$1M-$3M,Owner,Owner
Affordable Fleet Services LLC,Houston,TX,Houston,Fleet Maintenance Provider,8,$1M-$3M,Owner,Owner
Kacal's Auto and Truck Service,Houston,TX,Houston,Fleet Maintenance Provider,12,$1M-$4M,Owner,Owner
Atlanta Painting Company,Atlanta,GA,Atlanta,Painting Contractor,10,$500K-$2M,Owner,Owner
J. Stevens Painting,Atlanta,GA,Atlanta,Painting Contractor,8,$500K-$2M,Owner,Owner
Oakcliff Painting,Atlanta,GA,Atlanta,Painting Contractor,12,$500K-$3M,Owner,Owner
Fillo Painting Contractors,Atlanta,GA,Atlanta,Painting Contractor,10,$500K-$2M,Owner,Owner
MIS Solutions,Atlanta,GA,Atlanta,IT Managed Service Provider,15,$1M-$5M,Lliam Holmes,Co-Founder
Carmichael Consulting,Atlanta,GA,Atlanta,IT Managed Service Provider,12,$1M-$4M,Owner,Principal
InfoTank,Atlanta,GA,Atlanta,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
IntegriCom,Atlanta,GA,Atlanta,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
SEO Guru Atlanta,Cumming,GA,Atlanta,SEO Agency,5,$500K-$1M,Owner,Principal
PersistSEO,Atlanta,GA,Atlanta,SEO Agency,6,$500K-$1.5M,Jay Torrence,Principal
The Mauldin Group,Atlanta,GA,Atlanta,SEO Agency,8,$500K-$2M,Bonnie Mauldin,Founder
Newman Web Solutions,Atlanta,GA,Atlanta,SEO Agency,7,$500K-$1.5M,Owner,Principal
Goody's Fleet Solutions,Atlanta,GA,Atlanta,Fleet Maintenance Provider,12,$1M-$4M,Owner,Owner
Status Truck and Trailer Repair,Atlanta,GA,Atlanta,Fleet Maintenance Provider,10,$1M-$3M,Owner,Owner
CS Truck & Trailer,Atlanta,GA,Atlanta,Fleet Maintenance Provider,8,$1M-$3M,Owner,Owner
ALMAR Auto Repair,Charlotte,NC,Charlotte,Auto Repair Shop,8,$500K-$1.5M,Owner,Owner
CMD Automotive,Charlotte,NC,Charlotte,Auto Repair Shop,10,$500K-$2M,Owner,Owner
MP Motorwerks,Charlotte,NC,Charlotte,Auto Repair Shop,6,$500K-$1.5M,Owner,Owner
Woodie's Auto Service,Charlotte,NC,Charlotte,Auto Repair Shop,15,$1M-$2M,Owner,Owner
Gibson Custom Construction,Charlotte,NC,Charlotte,General Contractor,10,$1M-$5M,Owner,Owner
Fineline Construction,Charlotte,NC,Charlotte,Remodeling Contractor,8,$500K-$3M,Owner,Owner
RRC Concrete,Charlotte,NC,Charlotte,Concrete Contractor,15,$1M-$5M,Owner,Owner
Dan The Man Concrete,Charlotte,NC,Charlotte,Concrete Contractor,8,$500K-$3M,Owner,Owner
Concrete Significance,Charlotte,NC,Charlotte,Concrete Contractor,10,$1M-$5M,Owner,Owner
NiceDay Agency,Charlotte,NC,Charlotte,Branding/Creative Agency,6,$500K-$1.5M,Owner,Creative Director
Haven Creative Agency,Charlotte,NC,Charlotte,Branding/Creative Agency,10,$500K-$2M,Owner,Principal
Mindstorm Communications,Charlotte,NC,Charlotte,Branding/Creative Agency,8,$500K-$2M,Owner,Principal
Burder Creative,Tampa,FL,Tampa,Branding/Creative Agency,6,$500K-$1.5M,Owner,Creative Director
Grove Brands,Tampa,FL,Tampa,Branding/Creative Agency,5,$500K-$1M,Owner,Creative Director
BKN Creative,Tampa,FL,Tampa,Branding/Creative Agency,8,$500K-$2M,Owner,Principal
Dunn & Co.,Tampa,FL,Tampa,Branding/Creative Agency,10,$500K-$2M,Owner,Principal
Bayside Concrete and Construction,Tampa,FL,Tampa,Concrete Contractor,10,$1M-$5M,Owner,Owner
Concrete Contractors of Tampa,Tampa,FL,Tampa,Concrete Contractor,8,$500K-$3M,Owner,Owner
Bay Brothers Automotive,Tampa,FL,Tampa,Auto Repair Shop,8,$500K-$1.5M,Owner,Owner
RI Automotive,Tampa,FL,Tampa,Auto Repair Shop,6,$500K-$1.5M,Owner,Owner
Greg Bailey Automotive,Tampa,FL,Tampa,Auto Repair Shop,7,$500K-$1.5M,Greg Bailey,Owner
Wolfpack Construction,Orlando,FL,Orlando,General Contractor,12,$1M-$5M,Owner,Owner
Sovanic Inc.,Orlando,FL,Orlando,General Contractor,10,$1M-$5M,Owner,Owner
AFS General Contracting,Orlando,FL,Orlando,General Contractor,15,$1M-$10M,Owner,Principal
Creative Remodeling of Orlando,Orlando,FL,Orlando,Remodeling Contractor,10,$500K-$3M,Owner,Owner
Ace Home Remodeling,Orlando,FL,Orlando,Remodeling Contractor,8,$500K-$2M,Owner,Owner
Art Harding Construction,Orlando,FL,Orlando,Remodeling Contractor,10,$500K-$3M,Art Harding,Owner
A Painter's Touch LLC,Orlando,FL,Orlando,Painting Contractor,8,$500K-$2M,Owner,Owner
DeBaggis Painting,Orlando,FL,Orlando,Painting Contractor,10,$500K-$2M,Owner,Owner
Paisley Painting,Orlando,FL,Orlando,Painting Contractor,8,$500K-$2M,Owner,Owner
Orlando Painting Company Inc,Orlando,FL,Orlando,Painting Contractor,12,$500K-$3M,Owner,Owner
One Stop Auto Body & Paint,Phoenix,AZ,Phoenix,Collision Repair Shop,10,$500K-$2M,Owner,Owner
Brad's Deer Valley Collision,Phoenix,AZ,Phoenix,Collision Repair Shop,8,$500K-$2M,Owner,Owner
Phoenix Collision Center,Phoenix,AZ,Phoenix,Collision Repair Shop,6,$500K-$1.5M,Owner,Owner
Camelback Collision,Phoenix,AZ,Phoenix,Collision Repair Shop,10,$500K-$2M,Owner,Owner
Primo's Concrete Phoenix,Phoenix,AZ,Phoenix,Concrete Contractor,10,$1M-$5M,Owner,Owner
Cool Concrete Creations LLC,Phoenix,AZ,Phoenix,Concrete Contractor,8,$500K-$3M,Owner,Owner
Sam The Concrete Man Phoenix,Phoenix,AZ,Phoenix,Concrete Contractor,10,$1M-$5M,Owner,Owner
Arizona Premier Concrete,Phoenix,AZ,Phoenix,Concrete Contractor,8,$500K-$3M,Owner,Owner
National Automotive Repair,Phoenix,AZ,Phoenix,Auto Repair Shop,10,$500K-$2M,Randy McLaughlin,Founder
The Auto Shop Phoenix,Phoenix,AZ,Phoenix,Auto Repair Shop,12,$500K-$2M,Owner,Owner
Perez Auto Repair,Phoenix,AZ,Phoenix,Auto Repair Shop,8,$500K-$1.5M,Owner,Owner
Martin's Auto Repair,Phoenix,AZ,Phoenix,Auto Repair Shop,10,$500K-$2M,Owner,Owner
Jen The Builder,Phoenix,AZ,Phoenix,General Contractor,8,$1M-$5M,Jen,Owner
Espo Builders Inc.,Phoenix,AZ,Phoenix,General Contractor,10,$1M-$5M,Owner,Owner
Silent Sector,Phoenix,AZ,Phoenix,Cybersecurity Firm,10,$1M-$4M,Owner,Principal
Nuvodia,Phoenix,AZ,Phoenix,Cybersecurity Firm,12,$1M-$5M,Owner,Principal
Visory,Phoenix,AZ,Phoenix,Cybersecurity Firm,8,$1M-$3M,Owner,Principal
eMaximize,Manhattan Beach,CA,Los Angeles,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Just Digital,Los Angeles,CA,Los Angeles,Digital Marketing Agency,10,$500K-$2M,Owner,Principal
COLAB Los Angeles,Los Angeles,CA,Los Angeles,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
ProPainting Co.,Los Angeles,CA,Los Angeles,Painting Contractor,10,$500K-$2M,Owner,Owner
AllBright Painting,Los Angeles,CA,Los Angeles,Painting Contractor,15,$500K-$3M,Owner,Owner
All Los Angeles Painting,Los Angeles,CA,Los Angeles,Painting Contractor,8,$500K-$2M,Alan Silverstein,Owner
OCSEO Inc,Orange County,CA,Orange County,SEO Agency,5,$500K-$1M,Owner,Principal
Imagine Monkey Inc.,Orange County,CA,Orange County,SEO Agency,8,$500K-$1.5M,Owner,Principal
Orange County Digital,Orange County,CA,Orange County,SEO Agency,6,$500K-$1M,Owner,Principal
Zupo,Orange County,CA,Orange County,SEO Agency,8,$500K-$2M,Owner,Principal
Orange County Digital Firm,Orange County,CA,Orange County,Digital Marketing Agency,6,$500K-$1.5M,Owner,Principal
Let's Bee Social,Orange County,CA,Orange County,Digital Marketing Agency,5,$500K-$1M,Owner,Principal
Maxeemize,Orange County,CA,Orange County,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Left Lane Digital,San Diego,CA,San Diego,Digital Marketing Agency,6,$500K-$1.5M,Owner,Principal
MAD Group,San Diego,CA,San Diego,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Redideo Studio,San Diego,CA,San Diego,Branding/Creative Agency,6,$500K-$1.5M,Owner,Creative Director
SEOteric San Diego,San Diego,CA,San Diego,SEO Agency,8,$500K-$2M,Owner,Principal
Groysman Construction,San Diego,CA,San Diego,Remodeling Contractor,12,$1M-$3M,Owner,Owner
San Diego Trusted Builders,San Diego,CA,San Diego,Remodeling Contractor,8,$500K-$3M,Owner,Owner
JDC Build Construction,San Diego,CA,San Diego,Remodeling Contractor,10,$500K-$3M,Owner,Owner
Murray Lampert,San Diego,CA,San Diego,Remodeling Contractor,15,$1M-$5M,Owner,Owner
Cyrusson,San Francisco,CA,San Francisco Bay Area,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Noise 13,San Francisco,CA,San Francisco Bay Area,Branding/Creative Agency,6,$500K-$1.5M,Owner,Creative Director
The Bureau Of Small Projects,San Francisco,CA,San Francisco Bay Area,Branding/Creative Agency,5,$500K-$1M,Owner,Creative Director
IXD Buro,San Francisco,CA,San Francisco Bay Area,Branding/Creative Agency,5,$500K-$1M,Owner,Creative Director
TruAdvantage,San Jose,CA,San Francisco Bay Area,IT Managed Service Provider,12,$1M-$4M,Owner,Principal
Precision IT Consulting,San Francisco,CA,San Francisco Bay Area,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
OneClick Solutions Group,San Francisco,CA,San Francisco Bay Area,IT Managed Service Provider,8,$1M-$3M,Owner,Principal
ITque,San Francisco,CA,San Francisco Bay Area,IT Managed Service Provider,10,$1M-$4M,Owner,Principal
Tech Superpowers,Boston,MA,Boston,Cybersecurity Firm,8,$1M-$3M,Owner,Principal
ANetworks Inc.,Norwell,MA,Boston,Cybersecurity Firm,6,$1M-$2M,Owner,Principal
Integral Computer Consultants,Boston,MA,Boston,Cybersecurity Firm,8,$1M-$3M,Owner,Principal
Synivate,Boston,MA,Boston,IT Managed Service Provider,10,$1M-$4M,Owner,Principal
Holland-Mark,Boston,MA,Boston,Branding/Creative Agency,12,$1M-$3M,Owner,Principal
Spin350 Creative,Boston,MA,Boston,Branding/Creative Agency,5,$500K-$1M,Joe Lyons,Creative Director
Blackcoffee,Boston,MA,Boston,Branding/Creative Agency,7,$500K-$1.5M,Owner,Principal
Cider House,Boston,MA,Boston,Branding/Creative Agency,5,$500K-$1M,Owner,Principal
Ell-Bern Automotive,Boston,MA,Boston,Auto Repair Shop,8,$500K-$1.5M,Haydar Ali,Owner
Boston Automotive Inc,Boston,MA,Boston,Auto Repair Shop,6,$500K-$1.5M,Owner,Owner
Mike's Automotive Services,Boston,MA,Boston,Auto Repair Shop,10,$500K-$2M,Owner,Owner
NeedMomentum,Philadelphia,PA,Philadelphia,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Brolik,Philadelphia,PA,Philadelphia,Digital Marketing Agency,12,$500K-$3M,Owner,Principal
Milk Street Marketing,Philadelphia,PA,Philadelphia,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Bad Rhino,Philadelphia,PA,Philadelphia,Digital Marketing Agency,10,$500K-$2M,Owner,Principal
River Avenue Digital,Philadelphia,PA,Philadelphia,Digital Marketing Agency,6,$500K-$1.5M,Owner,Principal
Voree IT Solutions,Philadelphia,PA,Philadelphia,IT Managed Service Provider,8,$1M-$3M,Owner,Principal
Networx IT Solutions,Philadelphia,PA,Philadelphia,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
Overclocked IT,Warminster,PA,Philadelphia,IT Managed Service Provider,10,$1M-$3M,Owner,Principal
CrafTech Computer Solutions,Philadelphia,PA,Philadelphia,IT Managed Service Provider,8,$1M-$3M,Owner,Principal
Ace Tech Group,Philadelphia,PA,Philadelphia,IT Managed Service Provider,10,$1M-$4M,Owner,Principal
Shipshape IT,Washington,DC,Washington DC,Cybersecurity Firm,8,$1M-$3M,Owner,Principal
OSIbeyond,Washington,DC,Washington DC,Cybersecurity Firm,12,$1M-$5M,Owner,Principal
Teal,Washington,DC,Washington DC,Cybersecurity Firm,8,$1M-$3M,Owner,Principal
E-N Computers,Washington,DC,Washington DC,Cybersecurity Firm,10,$1M-$4M,Owner,Principal
Capitol Hill Auto Service,Washington,DC,Washington DC,Auto Repair Shop,8,$500K-$1.5M,Owner,Owner
Ben Nielsen's 10th Street Automotive,Washington,DC,Washington DC,Auto Repair Shop,8,$500K-$1.5M,Ben Nielsen,Owner
Tenleytown Automotive,Washington,DC,Washington DC,Auto Repair Shop,6,$500K-$1.5M,Owner,Owner
DP Auto Service,Washington,DC,Washington DC,Auto Repair Shop,7,$500K-$1.5M,Owner,Owner
Samantha Digital,Washington,DC,Washington DC,Digital Marketing Agency,5,$500K-$1M,Samantha,Principal
Blossom Digital Marketing,Washington,DC,Washington DC,Digital Marketing Agency,6,$500K-$1.5M,Owner,Principal
Dupont Creative,Washington,DC,Washington DC,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Colorado SEO Services,Denver,CO,Denver,SEO Agency,8,$500K-$2M,Owner,Principal
Firestarter SEO,Denver,CO,Denver,SEO Agency,10,$500K-$2M,Owner,Principal
Get Found Fast,Denver,CO,Denver,SEO Agency,6,$500K-$1.5M,Owner,Principal
NewStar SEO,Denver,CO,Denver,SEO Agency,5,$500K-$1M,Owner,Principal
BeFound SEO,Denver,CO,Denver,SEO Agency,5,$500K-$1M,Owner,Principal
Red Egg Marketing,Denver,CO,Denver,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Faceted Media,Denver,CO,Denver,Digital Marketing Agency,6,$500K-$1.5M,Owner,Principal
Mile High Content,Denver,CO,Denver,Digital Marketing Agency,5,$500K-$1M,Owner,Principal
Clicta Digital,Denver,CO,Denver,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Denver Concrete Inc.,Denver,CO,Denver,Concrete Contractor,10,$1M-$5M,Owner,Owner
Good Day Concrete LLC,Denver,CO,Denver,Concrete Contractor,8,$500K-$3M,Owner,Owner
Sunny Day Concrete,Denver,CO,Denver,Concrete Contractor,8,$500K-$3M,Owner,Owner
Pristine Concrete Denver,Denver,CO,Denver,Concrete Contractor,6,$500K-$2M,Owner,Owner
StormWise Auto Hail & Collision Repair,Denver,CO,Denver,Collision Repair Shop,10,$500K-$2M,Owner,Owner
Rickenbaugh Collision Center,Denver,CO,Denver,Collision Repair Shop,12,$500K-$2M,Owner,Owner
Headwaters Painting,Minneapolis,MN,Minneapolis,Painting Contractor,8,$500K-$2M,Owner,Owner
The Magic Painting Company,Minneapolis,MN,Minneapolis,Painting Contractor,10,$500K-$2M,Owner,Owner
Paris Painting,Minneapolis,MN,Minneapolis,Painting Contractor,12,$500K-$3M,Owner,Owner
Edina Painting Co.,Minneapolis,MN,Minneapolis,Painting Contractor,10,$500K-$2M,Owner,Owner
Metro Precision Painting,Minneapolis,MN,Minneapolis,Painting Contractor,8,$500K-$2M,Owner,Owner
Lupient Collision Center,Minneapolis,MN,Minneapolis,Collision Repair Shop,15,$1M-$3M,Owner,Owner
Advanced Collision Repair,Minneapolis,MN,Minneapolis,Collision Repair Shop,8,$500K-$2M,Owner,Owner
Best Body Shop,Minneapolis,MN,Minneapolis,Collision Repair Shop,6,$500K-$1.5M,Ronald Pfau,Owner
Master Collision Group,Minneapolis,MN,Minneapolis,Collision Repair Shop,10,$500K-$2M,Owner,Owner
Swanson Family Construction,Minneapolis,MN,Minneapolis,General Contractor,12,$1M-$5M,Owner,Owner
Gardner Builders,Minneapolis,MN,Minneapolis,General Contractor,18,$2M-$10M,Owner,Principal
Hoffman Weber Construction,Minneapolis,MN,Minneapolis,General Contractor,15,$1M-$5M,Owner,Owner
Markitors,Miami,FL,Miami,Digital Marketing Agency,10,$500K-$2M,Owner,Principal
AdExpert Digital Marketing,Los Angeles,CA,Los Angeles,Digital Marketing Agency,6,$500K-$1.5M,Owner,Principal
Keyhole Marketing,Denver,CO,Denver,SEO Agency,6,$500K-$1.5M,Owner,Principal
Blennd,Denver,CO,Denver,Digital Marketing Agency,10,$500K-$2M,Owner,Principal
Formula Marketing,San Diego,CA,San Diego,Digital Marketing Agency,7,$500K-$1.5M,Owner,Principal
KWSM Digital,San Diego,CA,San Diego,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Horton Group,Nashville,TN,Nashville,Digital Marketing Agency,12,$500K-$3M,Owner,Principal
FoxFuel Creative,Nashville,TN,Nashville,Branding/Creative Agency,8,$500K-$2M,Owner,Creative Director
Brave People,Tampa,FL,Tampa,Branding/Creative Agency,8,$500K-$2M,Owner,Creative Director
Roger West,Tampa,FL,Tampa,Digital Marketing Agency,12,$500K-$3M,Owner,Principal
Miko LLC,Phoenix,AZ,Phoenix,General Contractor,10,$1M-$5M,Owner,Owner
Wespac Construction,Phoenix,AZ,Phoenix,General Contractor,18,$2M-$10M,Owner,Owner
Miller Auto Repair Shop,Phoenix,AZ,Phoenix,Auto Repair Shop,6,$500K-$1.5M,Owner,Owner
LeeShanok Network Solutions,Phoenix,AZ,Phoenix,Cybersecurity Firm,8,$1M-$3M,Owner,Principal
All Things Outdoors Concrete,Nashville,TN,Nashville,Concrete Contractor,10,$1M-$5M,Owner,Owner
Precision Painting Plus NJ,Northern NJ,NJ,Northern New Jersey,Painting Contractor,10,$500K-$2M,Owner,Owner
Pelletier's Auto Repair,Boston,MA,Boston,Auto Repair Shop,6,$500K-$1M,Owner,Owner
Ladybugz Interactive,Boston,MA,Boston,Digital Marketing Agency,6,$500K-$1.5M,Owner,Principal
Colossus,Boston,MA,Boston,Branding/Creative Agency,10,$500K-$2M,Owner,Creative Director
LightMix,Washington,DC,Washington DC,Digital Marketing Agency,10,$500K-$2M,Owner,Principal
Taoti Creative,Washington,DC,Washington DC,Digital Marketing Agency,12,$500K-$3M,Owner,Principal
Unique Builders Texas,Houston,TX,Houston,Remodeling Contractor,15,$1M-$5M,Owner,Owner
LBJ Construction,Houston,TX,Houston,General Contractor,12,$1M-$5M,Owner,Owner
EWR Digital,Houston,TX,Houston,SEO Agency,12,$500K-$3M,Owner,Principal
Caveni Digital,Philadelphia,PA,Philadelphia,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Atlanta SEO Pro,Atlanta,GA,Atlanta,SEO Agency,5,$500K-$1M,Owner,Principal
Five Seasons Painting,Orlando,FL,Orlando,Painting Contractor,8,$500K-$2M,Owner,Owner
TJ Handyman Services,Orlando,FL,Orlando,Remodeling Contractor,6,$500K-$1.5M,Owner,Owner
Collision Plus Inc.,Houston,TX,Houston,Collision Repair Shop,10,$500K-$2M,Owner,Owner
OC Digital Marketing,Orange County,CA,Orange County,Digital Marketing Agency,8,$500K-$2M,Owner,Principal
Web Casa Design,Orange County,CA,Orange County,SEO Agency,5,$500K-$1M,Owner,Principal
First Choice Home Builders,San Diego,CA,San Diego,Remodeling Contractor,12,$1M-$3M,Owner,Owner
Konstrukt Design and Remodel,San Diego,CA,San Diego,Remodeling Contractor,10,$500K-$3M,Owner,Owner
IT Total Care,San Francisco,CA,San Francisco Bay Area,IT Managed Service Provider,8,$1M-$3M,Owner,Principal
Kinetix IT,San Francisco,CA,San Francisco Bay Area,IT Managed Service Provider,12,$1M-$4M,Owner,Principal
Alpine Painting,Northern NJ,NJ,Northern New Jersey,Painting Contractor,18,$1M-$5M,Owner,Owner
EDP Painting,Northern NJ,NJ,Northern New Jersey,Painting Contractor,8,$500K-$2M,Owner,Owner
Channel Contractors,Northern NJ,NJ,Northern New Jersey,General Contractor,12,$1M-$5M,Owner,Owner
Baja Concrete,Charlotte,NC,Charlotte,Concrete Contractor,12,$1M-$5M,Owner,Owner
